Day;Sleep;Writing;Studying;Sport;Music;Hygiene;Languages;Reading;Socializing;Mood
6/9/2023;7,0;1,0;2,5;0,3;1,5;0,8;0,1;0,0;0;8
7/9/2023;6,0;0,0;2,0;0,4;0,5;1,0;0,9;1,2;0,2;8
8/9/2023;8,0;0,0;0,0;0,0;0,0;1,0;0,0;1,5;12;9
9/9/2023;7,0;0,0;0,0;0,5;0,0;1,0;0,0;1,0;16;9
10/9/2023;8,0;0,0;0,0;0,5;0,0;1,0;0,0;1,5;16;9,5
11/9/2023;8,0;0,0;0,0;0,5;0,0;1,0;0,0;2,0;16;9
12/9/2023;7,0;0,0;7,0;0,0;0,5;1,0;0,0;1,5;5;7
13/9/2023;7,0;0,0;3,0;0,6;1,0;1,0;0,1;0,0;0;7,5
14/9/2023;7,0;0,0;10,0;0,5;1,2;1,0;0,1;1,5;2;8
15/9/2023;7,5;0,0;0,0;0,5;0,0;0,8;0,0;0,0;14;9,5
16/9/2023;8,0;0,0;1,0;0,5;1,0;0,8;0,0;0,0;10;9
17/9/2023;6,5;0,0;3,5;0,0;1,0;0,8;1,8;0,0;0;8,5
18/9/2023;5,5;0,0;1,0;0,3;1,0;1,0;1,2;1,0;2,5;8
19/9/2023;6,0;1,0;8,0;0,0;0,0;0,8;0,5;1,5;8;9
20/9/2023;7,5;0,0;0,0;0,4;1,0;0,8;0,8;0,5;6;9
21/9/2023;7,0;0,0;0,0;0,0;0,0;0,8;0,2;0,0;6;8
22/9/2023;6,0;0,0;0,0;0,0;0,0;0,8;0,2;0,2;6;8
23/9/2023;9,0;0,0;0,0;0,0;0,0;0,8;0,2;0,0;6;8
24/9/2023;5,0;0,0;0,0;0,0;0,0;0,8;0,2;0,0;6;8
25/9/2023;7,0;0,0;9,0;0,0;1,0;1,0;0,5;0,0;0;8,5
26/9/2023;6,5;0,0;4,0;0,5;1,6;1,0;0,4;1,2;2,2;8,5
27/9/2023;7,5;0,0;5,0;0,0;4,0;1,0;0,4;0,0;0;8
28/9/2023;7,0;0,0;2,5;0,2;2,0;0,8;0,1;2,0;7;9,5
29/9/2023;8,0;0,0;0,5;0,2;0,6;1,0;0,1;0,8;4;9
30/9/2023;8,0;0,0;12,0;0,0;0,0;0,8;0,1;0,0;0;7,5
1/10/2023;8,0;0,0;8,0;0,0;2,3;1,0;0,1;0,0;6;8
2/10/2023;7,0;0,0;3,5;0,0;0,0;1,0;0,3;0,8;8;8,5
3/10/2023;6,5;0,0;6,0;0,5;0,0;1,0;0,9;1,5;7;8
4/10/2023;7,0;0,0;3,0;0,5;0,2;1,0;0,1;0,1;5;8,5
5/10/2023;8,0;0,0;0,0;0,0;0,0;1,0;0,4;1,1;12;8
6/10/2023;10,0;0,0;0,0;1,5;0,0;1,0;0,4;0,9;16;9
7/10/2023;8,0;0,0;0,0;1,5;0,0;1,0;0,7;0,7;16;9
8/10/2023;8,0;0,0;0,0;1,5;0,0;1,0;0,6;1,0;16;9
9/10/2023;8,0;0,0;1,0;0,5;1,5;1,0;1,0;0,1;5;9
10/10/2023;7,5;0,0;8,0;0,5;0,2;1,0;0,5;1,1;2;8,5
11/10/2023;8,0;1,0;3,0;0,0;1,0;1,0;1,0;1,0;5;9
12/10/2023;7,0;0,7;0,0;0,0;3,0;1,0;0,0;0,0;3,4;9
